acteurs,annee,description,duree,genre,nombreDeSaisons,nombreEpisodes,paysOrigine,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Lena Dunham,Adam Driver,Jemima Kirke",2012 - 2017,"L'entrée dans la vie active de quatre jeunes filles d'une vingtaine d'années, de leurs humiliations à leurs rares triomphes. Hannah, l'éternelle stagiaire, rêve de devenir écrivain ; Marnie, sexy et un peu garce sur les bords, ne manque pas d'ambition; et Jessa, hippie dans l'âme, aimerait gagner sa vie de son art...",28 min,"Comédie,Drame",6 Saisons,62 Episodes, U.S.A.,Lena Dunham,"4,6","3,7",Girls,
"Hunter Page-Lochard,Kaden Hartcher,Eliza Scanlen",2021,Une série anthologique qui revient sur les expériences d'individus ordinaires confrontés aux méga-incendies australiens de la fin 2019-début 2020... La série saisit l'ampleur du désastre en suivant le chemin des incendies de septembre à février.,60 min,Drame,1 Saison,6 Episodes, Australie,"Belinda Chayko,Tony Ayres","2,8",,Fires,The Fires
"Jolene Anderson,Ioan Gruffudd,Darren Gilshenan",Depuis 2018,"Le docteur Daniel Harrow, pathologiste, voit sa vie de famille, sa brillante carrière et sa vie menacés, et doit rassembler toutes ses forces pour taire un crime plutôt que de le résoudre.",45 min,Policier,3 Saisons,30 Episodes, Australie,"Leigh McGrath,Stephen M. Irwin","3,9",,Dr Harrow,Harrow
"Diane Guerrero,Diane Guerrero,April Bowlby",2019 - 2023,"Robotman, Negative Man, Crazy Jane ou encore Elasti-Girl souffrent de handicaps ou ont été physiquement marqués par des accidents. Rejetés par la société et désormais dotés de super pouvoirs, tous ont trouvé un sens à leur vie en agissant pour le compte du Dr. Niles Caulder, un scientifique fou qui leur est venu en aide à un moment donné de leur vie et qu'ils aident à protéger la planète...",60 min,"Action,Drame,Fantastique",4 Saisons,46 Episodes, U.S.A.,Jeremy Carver,"3,6",,Doom Patrol,
"Bronagh Waugh,David Tennant,Daniel Mays",2020,"L’histoire vraie du tueur en série Dennis Nilsen, connu sous le nom ""Des"", racontée de trois points de vue différents : le tueur lui-même, l'enquêteur Peter Jay et le biographe Brian Masters.",60 min,"Biopic,Policier,Drame",1 Saison,3 Episodes, Grande-Bretagne,"Kelly Jones (III),Luke Neal","3,5",,Des,
"Suranne Jones,Bertie Carvel,Tom Taylor (IV)",2015 - 2017,Tout le monde dans le village fait confiance au docteur Foster. Mais la vie de la mère de famille est sur le point d'exploser lorsqu'elle apprend que son mari entretient une liaison avec une jeune femme depuis plusieurs mois. Débute alors pour elle une véritable descente aux enfers qui va la mener très loin...,60 min,Drame,2 Saisons,10 Episodes, Grande-Bretagne,Mike Bartlett,"4,1",,Docteur Foster,Doctor Foster
Corinne Masiero,Depuis 2015,"Le capitaine Marleau, a l'instinct du chasseur sous des manières volontairement décalées. Comme elle dit elle-même, elle ne survole pas une affaire, elle s'y ""enfonce"". Elle guette ses proies, les piste et les surprend à l’improviste. Ses traques s'organisent, dans chaque épisode, autour d'un personnage central, un homme ou une femme, à la hauteur de ce flic hors norme.",90 min,"Policier,Drame",1 Saison,36 Episodes, France,,"2,7",,Capitaine Marleau,
"Asia Ortega,Albert Salazar,Daniel Arias",2021 - 2023,"Dans un internat perdu au cœur des montagnes et complètement isolé du monde extérieur, les pensionnaires sont des adolescents jugés rebelles et difficiles. Ils y suivent une discipline très stricte afin de les préparer à réintégrer la société. La forêt environnante abrite d'anciennes légendes, des dangers ancestraux qui menacent les élèves alors qu'ils sont embarqués dans des aventures aussi palpitantes que terrifiantes.",50 min,"Drame,Epouvante-horreur,Thriller",3 Saisons,22 Episodes, Espagne,"Laura Belloso,Asier Andueza","3,9",,L’Internat : Las Cumbres,El internado: Las Cumbres
"Vicky McClure,Kelly Macdonald,Martin Compston",Depuis 2012,"Steve Arnott est chargé d'enquêter sur la mort d'un policier, tué par erreur par l'un de ses collègues lors d'une opération terroriste...Il est alors transféré dans la brigade AC12 dirigée par Ted Hastings. Cette unité s'occupe des affaires de corruption qui affectent l'image de la police auprès des concitoyens. L'inspecteur en chef Tony Gates, récemment gratifié d'une récompense annuelle, entre alors dans le collimateur des agents de l'unité spéciale..., ",60 min,"Policier,Drame,Thriller",6 Saisons,36 Episodes, Grande-Bretagne,Jed Mercurio,"4,2",,Line Of Duty,
"George Peppard,Dirk Benedict, Mr. T",1983 - 1987,"L'Agence Tous Risques est un groupe de quatre anciens soldats d'un commando d'élite, recherchés par l'armée après s'être évadés de prison, alors qu'ils avaient été condamnés à tort. Bien qu'Hannibal aime diriger les opérations, Futé est souvent à l'origine des plans de génie. Looping, un peu déjanté mais capable de piloter tout ce qui vole, apprécie particulièrement d'embêter Barracuda et ses kilos de bijous autour du cou.",48 min,Action,5 Saisons,98 Episodes, U.S.A.,"Frank Lupo,Stephen J. Cannell","3,1",,L'Agence tous risques,The A-Team
"Thibault de Montalembert,Clotilde Courau,Olivier Rabourdin",2021,"Neuf ans après la disparition de la petite Marina dans les environs de Dunkerque, une jeune femme amnésique, lui ressemblant trait pour trait, réapparaît presque au même endroit. Une réapparition qui va bouleverser la famille de la disparue... Mais qui est réellement cette inconnue ?",52 min,Drame,1 Saison,8 Episodes, France,Delinda Jacobs,"3,7","3,5",L'Absente,
"Timothy Olyphant,Nick Searcy,Joelle Carter",2010 - 2015,"Après des déboires avec ses supérieurs, le marshall Raylan Givens est muté au Kentucky, dont il est originaire. Là encore, ses méthodes assez peu orthodoxes et son style, très old school, vont faire des étincelles...",42 min,"Policier,Drame",6 Saisons,78 Episodes, U.S.A.,,"4,1","4,1",Justified,
"David James Elliott,Catherine Bell,John M. Jackson",1995 - 2005,"Pilote de la Marine américaine, le lieutenant Harmon Rabb est rattaché au JAG (Judge Advocate General) à la suite d'un accident d'avion. Désormais avocat, il est chargé de gérer les conflits judiciaires internes à la Marine.",42 min,Drame,10 Saisons,227 Episodes, U.S.A.,Donald P. Bellisario,"2,2",,JAG,
"Ida Elise Broch,Jan Gunnar Røise,Jonas Strand Gravli",2022,"Emma, une biologiste norvégienne, retourne dans son village natal à la frontière avec la Suède, afin de prêter main-forte à son père, un chercheur en difficulté, pour recenser les loups de la région. La situation se complique lorsqu'un jeune garçon se volatilise dans la forêt. Certains habitants pensent qu'un spécimen mâle l'a attaqué. Emma, sûre qu'aucune agression perpétrée par un loup sur un être humain n'a été recensée en Norvège depuis deux cents ans, décide d’enquêter afin d'identifier le véritable coupable. Elle est aidée par un journaliste local.",45 min,"Policier,Drame",1 Saison,6 Episodes, Norvège,"Simen Alsvik,Magnus Monn-Iversen","3,1",,Fenris,
"Eros Vlahos,Máiréad Tyers,Sofia Oxenham",Depuis 2023,"Jen vit dans un univers où chacun a des superpouvoirs… sauf elle. Ah, ben, super ! Ce récit initiatique, drôle, audacieux et novateur évoque les difficultés à se faire une place dans un monde où tout vous destine à n’être qu’ordinaire.",25 min,"Aventure,Comédie,Fantastique",2 Saisons,16 Episodes, Grande-Bretagne,Emma Moran,"4,0","4,0",Extraordinary,
"Adib Alkhalidey, Fary,Jason Brokerss",2024,"Cinq amis passent la nuit ensemble avant un évènement capital. Ce qu’ils ne savent pas, c’est que l’un d’entre eux à une grosse annonce à leur faire...",25 min,Comédie,1 Saison,4 Episodes, France,"Adib Alkhalidey,Jason Brokerss,Fary","3,9","3,3",Enterrement de Vie de Garçon,
"Dirk van Dijck,Marie Vinck,Karlijn Sileghem",Depuis 2018,"En pleine tempête médiatique, deux enquêteurs belges traquent un tueur en série décidé à devenir célèbre en s'inspirant des Dix Commandements.",46 min,"Policier,Drame",1 Saison,13 Episodes, Belgique,Ed Vanderweyden,"3,7",,13 commandements,13 Geboden
"Anthony Michael Hall,Nicole de Boer,Chris Bruno",2002 - 1970,"Après six années de coma suite à un accident, Johnny Smith découvre à son réveil que sa mère est décédée, que sa fiancée s'est mariée, qu'il a un fils, et surtout, qu'il est capable de visualiser le futur par un simple contact physique avec une personne ou un objet !",42 min,"Drame,Fantastique",6 Saisons,80 Episodes, U.S.A.,"Michael Piller,Shawn Piller","2,7",,Dead Zone,The Dead Zone
Kevin Costner,Depuis 2022,Yellowstone : One-Fifty explorera l'histoire de la faune et de la flore du parc national de Yellowstone pour les 150 ans de ce dernier.,60 min,Documentaire,1 Saison,4 Episodes, U.S.A.,,,,Yellowstone: One-Fifty,
"Fanny Bloc,Adeline Chetail,Patrick Bethune",Depuis 2008,"Si tu rêves d’aventures, de quêtes dans des contrées enchanteresses ou hostiles, de créatures magiques et de rencontres hors du commun… Alors bienvenue ! Suis Yugo, un jeune garçon aux origines mystérieuses et aux pouvoirs magiques extraordinaires, à la recherche de sa vraie famille ! Accompagné de ses amis, il découvrira très vite que son destin s’est écrit dans les ruines d’un peuple oublié, et qu’il est intimement lié à celui du Monde des Douze.",24 min,"Aventure,Animation,Fantastique",4 Saisons,83 Episodes, France,Anthony Roux,"4,3",,Wakfu,
"Iain Glen,Emily Hampshire,Martin Compston",Depuis 2023,"Sur la plate-forme pétrolière Kishorn Bravo, stationnée dans les eaux de la mer du Nord au large des côtes écossaises, l'équipage, qui se prépare à revenir sur le continent, est interrompu par un brouillard mystérieux brouillant toute communication avec le rivage et le monde extérieur. Les personnes prises au piège s'interrogent sur les forces en présence, jusqu'à ce qu'un accident les amènent à se demander à qui elles peuvent vraiment faire confiance...",60 min,"Drame,Thriller",2 Saisons,12 Episodes, Grande-Bretagne,,"3,2",,The Rig,
"Hedda Stiernstedt,Suzanne Reuter,Adam Lundgren",2017 - 2020,"Une saga qui suit les bouleversements d’une famille autrefois aisée, au lendemain de la Seconde Guerre Mondiale. La nouvelle société plus démocratique, la montée de l’État providence et du libéralisme sont autant de changements structurels qui viennent se répercuter sur leur petit restaurant à Stockholm, chamboulant leurs valeurs ainsi que les relations qu’ils entretiennent les uns avec les autres et avec leurs employés.",60 min,"Drame,Famille",4 Saisons,32 Episodes, Suède,"Johan Rosenlind,Ulf Kvensler,Malin Nevander","4,1",,The Restaurant,Löwanders
"Avi Azulay,Charles Dance,Mehmet Kurtuluş",2024,"Avec la participation d'experts en théologie et en histoire, ce docu-fiction édifiant retrace l'histoire de Moïse dans ses multiples vies, notamment celles de prince et de prophète.",80 min,Documentaire,1 Saison,3 Episodes, U.S.A.,"Emre Şahin,Kelly McPherson","3,7",,Testament : L'histoire de Moïse,Testament: The Story of Moses
"Takuya Eguchi,Saori Hayami,Atsumi Tanezaki",Depuis 2022,"Twilight, le plus grand espion du monde, doit pour sa nouvelle mission créer une famille de toutes pièces afin de pouvoir s'introduire dans la plus prestigieuse école de l'aristocratie. Totalement dépourvu d'expérience familiale, il va adopter une petite fille en ignorant qu'elle est télépathe, et s'associer à une jeune femme timide, sans se douter qu'elle est une redoutable tueuse à gages. Ce trio atypique va devoir composer pour passer inaperçu, tout en découvrant les vraies valeurs d'une famille unie et aimante.",24 min,"Action,Animation,Comédie",3 Saisons,37 Episodes, Japon,,"4,3",,SPY x FAMILY,
"Alma Jodorowsky,Jehnny Beth,Ralph Amoussou",Depuis 2023,"Sur le tournage d’un film, Anna, une cascadeuse de 30 ans, tombe amoureuse de la star qu’elle double. Elle, qui se pensait heureuse dans son couple, va-t-elle avoir le courage de sortir de l’hétérosexualité pour se confronter à ce désir bouleversant ?",20 min,Comédie,1 Saison,5 Episodes, France,Iris Brey,"4,0","3,4",Split,
"Max Riemelt,Luise von Finckh,Carlo Ljubek",Depuis 2023,"Un policier déchu et un jeune procureur en herbe ont deux motivations très différentes pour rouvrir une affaire de meurtre classée. Mais lorsqu'ils le font, c'est la boîte de Pandore qui s'ouvre. Les deux parties soupçonnent une conspiration. Ou bien tout cela remonte-t-il à une attaque terroriste qui a secoué la ville 18 mois auparavant ?",50 min,"Drame,Thriller",1 Saison,6 Episodes," Allemagne, U.S.A.",Christoph Darnstädt,"3,1",,Sleeping Dog,
"Elisabeth Moss,Wagner Moura,Phillipa Soo",Depuis 2022,"Une journaliste de Chicago survit à une agression brutale, mais sa vie ne sera plus jamais la même après cet événement. Elle se lance alors dans la traque de son agresseur...",60 min,"Drame,Thriller",1 Saison,8 Episodes, U.S.A.,Silka Luisa,"3,8","3,8",Shining Girls,
"Krysten Ritter,Keeley Hawes,Rya Kihlstedt",Depuis 2023,"Dans un futur proche, un groupe de femmes se rencontrent par un incroyable concours de circonstances. Elles embarquent pour un voyage palpitant, cherchant à percer le mystère de leur identité et découvrant une déchirante histoire d'amour et de trahison.",60 min,"Drame,Science Fiction,Thriller",1 Saison,10 Episodes, Canada,"Anna Fishko,John Fawcett","3,4","3,3",Orphan Black: Echoes,
"Chris Colfer,Darren Criss,Dot-Marie Jones",2009 - 2015,"Professeur d'espagnol au sein du lycée McKinley, Will Schuester décide de prendre la direction du club de chant de son établissement, laissé bien mal en point par son prédécesseur. Ravivant dans le même temps ses aspirations de jeunesse et la jalousie de sa femme, Will va déployer tout son enthousiasme afin de constituer un nouveau groupe, composé de plusieurs élèves n'ayant rien à voir les uns avec les autres. Losers, footballeurs, intellos, pom-pom girls... Tout ce petit monde va tenter de cohabiter tant bien que mal afin de ramener le ""Glee Club"" au prestigieux rang qu'il tenait bien des années auparavant...",42 min,"Comédie,Comédie musicale",6 Saisons,121 Episodes, U.S.A.,"Ryan Murphy,Brad Falchuk,Ian Brennan","3,7",,Glee,
"Noah Wyle,Moon Bloodgood,Drew Roy",2011 - 2015,"Six mois après l'invasion de la Terre par des extraterrestres, la planète est en ruine et les survivants humains tentent de faire face. Les résistants s'organisent pour combattre les forces ennemies. Tom Mason, un ancien professeur d'histoire, se retrouve propulsé en tant que commandant en second du 2ème Régiment du Massachusetts. Si le but des survivants est d'essayer de subsister, certains d'entre eux vont également essayer de comprendre la raison de cette invasion.",42 min,"Action,Drame,Science Fiction",5 Saisons,52 Episodes, U.S.A.,Robert Rodat,"4,2","3,7",Falling Skies,
"Ayumi Roux,Théo Augier,Hanane El Yousfi",Depuis 2022,"Eva, une jeune fille solitaire de 17 ans, fait la connaissance d’une bande d’ados qui, pour tromper l'ennui, consomment en groupe de l’Icelotropine, un médicament qu’ils volent dans une clinique spécialisée dans les troubles du sommeil. Une petite pilule bleue qui leur permet de plonger ensemble dans des trips oniriques, entre rêve et réalité. Mais alors qu’Eva intègre la bande grâce à l’un d’eux, Sébastien, les rêves des adolescents se transforment en cauchemars contagieux et la frontière avec la réalité se craquelle. Sébastien se retrouve bientôt captif d’un songe labyrinthique dont seule Eva semble avoir la clé…",60 min,"Drame,Fantastique",1 Saison,6 Episodes," Belgique, France","David Perrault (II),Emmanuel Voisin","3,5","2,9",Endless Night,
"Masako Nozawa,Jôji Yanami,Hiromi Tsuru",1989 - 1996,"Cinq ans après le mariage de Son Gokû, Raditz, un mystérieux guerrier de l'espace, arrive sur Terre. Il apprend à Son Gôku qu'il ne reste plus que quatre survivant sur leur planète et que ce dernier avait été envoyé sur terre pour la détruire... ",25 min,"Action,Aventure,Animation",1 Saison,291 Episodes, Japon,,"3,6",,Dragon Ball Z,Doragon bôru zetto
"Max Irons,William Hurt,Leem Lubany",Depuis 2018,"Jeune et brillant analyste de la CIA, Joe Turner est à l'origine d'un algorithme capable de repérer de potentielles menaces pour déjouer une attaque terroriste. Très vite, le jeune homme met le doigt sans le savoir sur un véritable complot. Traqué, celui-ci est lancé malgré lui dans une folle course contre-la-montre, avec pour seule solution de concentrer tous ses efforts pour mettre au jour un réseau d'espions infiltré au cœur même de l'agence.",60 min,"Drame,Thriller",3 Saisons,20 Episodes, U.S.A.,"Jason Smilovic,Todd Katzberg","4,0",,Condor,
"Will Arnett,Amy Sedaris,Alison Brie",2014 - 2020,"Alcoolique et déprimé, BoJack vit dans une garçonnière à Hollywood et traîne son amertume dans des pulls bigarrés. Heureusement (ou malheureusement ?), le bourrin peut compter sur des amis parfois un brin encombrants : Diane NGuyen, nègre littéraire chargé d’écrire son autobiographie, Princess Carolyn, tour à tour ex-petite amie et agent attitrée, Todd Chavez, colocataire autoproclamé et même le cabotin Mr. Peanutbutter, rival et héros toujours populaire d’une sitcom analogue. À Los Angeles où humains et animaux de tout poil cohabitent, BoJack essaie tant bien que mal de raviver sa gloire passée.",25 min,"Animation,Comédie,Drame",6 Saisons,77 Episodes, U.S.A.,Raphael Bob-Waksberg,"4,0","4,0",BoJack Horseman,
"Na'im Lynn,David Mann,Tamela Mann",Depuis 2020,"Après avoir perdu son emploi, Jeremy, père de deux adolescents, décide de s'installer en Géorgie pour aider Vinny, son grand-père un peu dingue. Celui-ci vient de faire l'acquisition d'une maison terriblement délabrée pour héberger les personnes âgées. Contre tout attente, deux investisseurs sont prêts à les aider dans cette folle entreprise...",30 min,Comédie,5 Saisons,91 Episodes, U.S.A.,Tyler Perry,"3,0",,Assisted Living,
"H. Jon Benjamin,H. Jon Benjamin,Judy Greer",2009 - 2023,"Au sein d'une agence d'espionnage international, des agents surentraînés n'ont de cesse de déstabiliser, humilier et tromper leurs collègues.",22 min,"Action,Animation,Comédie",14 Saisons,142 Episodes, U.S.A.,Adam Reed (III),"4,3",,Archer (2009),
"Seth MacFarlane,Seth MacFarlane,Wendy Schaal",Depuis 2005,"Agent de la CIA, Stan Smith est aussi un époux comblé et un fier papa. Le problème c'est que son fils a une légère tendance à verser dans la paranoïa. Prêt à tout pour défendre sa patrie, il n'hésiterait pas à tirer sur son grille-pain si celui-ci était suspecté de trahison...",22 min,"Animation,Comédie",21 Saisons,344 Episodes, U.S.A.,"Matt Weitzman,Mike Barker,Seth MacFarlane","3,5",,American Dad!,
"Edvin Ryding,Omar Rudberg,Malte Gårdinger",2021 - 2024,"Quand le prince Wilhelm arrive dans le prestigieux internat d'Hillerska, il y voit enfin l'occasion de découvrir qui il est vraiment et le genre de vie qu'il souhaite mener. Wilhelm se prend a rêver d'un futur où il jouirait d'une pleine liberté et d'un amour inconditionnel, dégagé de toute obligation royale. Mais quand il se retrouve soudainement premier dans l'ordre de succession au trône, le dilemme prend une toute autre ampleur et il lui faut choisir entre son amour et son devoir.",45 min,Drame,3 Saisons,18 Episodes, Suède,Lisa Ambjörn,"4,3",,Young Royals,
"Diane Lane,Ashley Romans,Ben Schnetzer",2021,"Une épidémie mystérieuse a décimé toute la population mâle de la Terre ! Toute sauf un jeune homme, appelé Yorick Brown, et son singe, Esperluette. Pourchassés par des groupements de femmes aux intérêts divers, Yorick et Esperluette partent sur les routes dévastées des États-Unis, sous la protection de la mystérieuse et mortelle Agent 355.",60 min,"Aventure,Drame,Science Fiction",1 Saison,10 Episodes, U.S.A.,"Aida Croal,Michael Green","3,1","2,4","Y, le dernier homme",Y: The Last Man
"Lee Seung-gi,Jung-Hee Moon,Suzy Bae",2019,"Un cascadeur, Cha Dal-geon, se retrouve impliqué dans un terrible accident d’avion. Derrière cette tragédie se cache en fait un scandale de corruption nationale qu'il ne va pas tarder à découvrir...",60 min,"Action,Espionnage",1 Saison,, Corée du Sud,"Jung Kyung-soon,Jang Young-chul","4,2",,Vagabond,
"Louis Hunter,Jonas Armstrong,David Avery",Depuis 2018,"Dans l'Antiquité, l'histoire du siège de la ville de Troie, qui dura dix ans, et l'histoire d'amour entre Hélène et Pâris.",52 min,"Action,Aventure,Drame,Historique",1 Saison,8 Episodes, Grande-Bretagne,David Farr,"2,3",,Troie : La chute d'une cité,
"Yuto Uemura,Yuto Uemura,Kenichiro Matsuda",Depuis 2019,"Depuis qu'Askeladd, un chef de guerre fourbe et sans honneur, a tué son père lorsqu'il était enfant, Thorfinn le suit partout dans le but de se venger. Mais bien qu'il soit devenu un guerrier redoutable, il ne parvient toujours pas à vaincre son ennemi. Au fil des ans, enchaînant missions périlleuses et combats afin d'obtenir des duels contre l'homme qu'il hait plus que tout, le gentil Thorfinn est devenu froid et solitaire, prisonnier de son passé et incapable d'aller de l'avant. Jusqu'à ce que la vie le force à regarder le monde différemment…",25 min,"Aventure,Animation,Historique",2 Saisons,48 Episodes, Japon,,"4,3",,Vinland Saga,
"Ray Chase,Jennifer Hale,Lenore Zann",Depuis 2024,"Les X-Men, groupe de mutants aux dons extraordinaires, s'efforcent dans les années 1990 de protéger un monde qui les déteste et les craint profondément. Les voici confrontés comme jamais auparavant à un avenir dangereux et inattendu.",30 min,"Action,Animation,Science Fiction",2 Saisons,10 Episodes, U.S.A.,Beau DeMayo,"4,1",,X-Men ’97,
"Frédéric Diefenthal,Edouard Montoute,Elsa Kikoïne",2006,"Un soir où David roule trop vite, il tue accidentellement une vieille gitane et la malédiction s'abat sur lui : il a pris une vie, il doit en sauver d'autres. Et s'il échoue ou n'intervient pas assez vite, un drame terrible frappera un membre de sa famille. Rêves prémonitoires et visions de mort rythment ses jours et ses nuits et sa vie devient une course contre la montre perpétuelle pour sauver in extremis qui d'un suicide, qui d'une mort dans un incendie ou un accident de moto... Une seule solution pour sortir de cet enfer, réussir à faire lever la malédiction. Mais comment ?...",52 min,"Drame,Fantastique",1 Saison,6 Episodes, France,,"2,0",,David Nolande,
"Tiffany Haddish,Tiffany Haddish,Sam Richardson",2022 - 2023,"Après les événements survenus au cours de l'afterparty d'une réunion d'anciens du lycée, la même nuit est racontée du point de vue des différents acteurs présents avec chacun sa façon d'appréhender la vie...",40 min,"Comédie,Policier",2 Saisons,18 Episodes, U.S.A.,Christopher Miller,"3,7",,The Afterparty,
"Sumire Morohoshi,Mariya Ise,Yuko Kaida",2019 - 2021,"Emma, Norman et Ray coulent des jours heureux à l'orphelinat Grace Field House. Entourés de leurs petits frères et soeurs, ils s'épanouissent sous l'attention pleine de tendresse de « Maman », qu'ils considérent comme leur véritable mère. Mais tout bascule le soir où ils découvrent l'abominable réalité qui se cache derrière la façade de leur vie paisible ! Ils doivent s'échapper, c'est une question de vie ou de mort !",23 min,"Aventure,Animation,Epouvante-horreur",2 Saisons,23 Episodes, Japon,,"4,2",,The Promised Neverland,Yakusoku no Neverland
"Michael T. Weiss,Andrea Parker,Patrick Bauchau",1996 - 1970,"Utilisé par le Centre depuis son plus jeune âge pour des simulations qui ont coûté la vie à de nombreuses personnes, Jarod s'échappe. Pendant que Sydney et Mlle Parker sont à ses trousses, il tente par tous les moyens de retrouver sa famille. Il en profite aussi pour utiliser ses dons de ""caméléon humain"" afin de réparer quelques injustices.",42 min,"Policier,Drame,Thriller",4 Saisons,88 Episodes, U.S.A.,"Craig W. Van Sickle,Steven Long Mitchell","3,3",,Le Caméléon,The Pretender
"Jennifer Ehle,Colin Firth,Crispin Bonham-Carter",1995 - 1970,"Grand émoi chez les Bennet ! Le domaine voisin vient d’être loué par Mr Bingley, un jeune homme riche et célibataire. Et la peu discrète Mme Bennet espère bien que l’une de ses cinq filles à marier (pourquoi pas Jane, l’aînée, la plus jolie ?) aura l’heur de lui plaire.",60 min,"Historique,Romance",1 Saison,6 Episodes, Grande-Bretagne,,"4,4",,Orgueil et préjugés (1995),Pride And Prejudice (1995)
"Trey Parker,Trey Parker,Brandon Hardesty",Depuis 1997,"La petite ville de South Park dans le Colorado est le théâtre des aventures de Cartman, Stan, Kyle et Kenny, quatre enfants qui ont un langage un peu... décalé !",21 min,"Animation,Comédie",26 Saisons,335 Episodes, U.S.A.,"Trey Parker,Matt Stone","3,8",,South Park,
"Hee-Seon Kim,Hyun-Wook Lee,Jung Yoo-jin",Depuis 2022,"Par l'intermédiaire d'une agence matrimoniale réservée à l'élite, une femme divorcée planifie sa vengeance contre la maîtresse malveillante de son ex-mari.",70 min,Drame,1 Saison,8 Episodes, Corée du Sud,,"3,8",,Remarriage & Desires,
"David Kammenos,Bruno Solo,Aurélien Wiik",2024,"Quand Manuel Ortigosa, célèbre écrivain parisien, apprend la mort de son mari Aymeric dans un accident de voiture, il est totalement dévasté. Il le pensait en voyage d'affaires à Bruxelles : que faisait-il en pleine nuit sur une petite route de Provence au moment du drame ? Manuel descend à Aix reconnaître le corps, et découvre qu'un pan entier de la vie de son mari lui était inconnu. Aymeric avait repris en secret le domaine viticole de sa famille, avec laquelle il disait avoir rompu depuis des années. Une famille puissante dans la région et qui va très mal réagir quand Manuel hérite de l’intégralité du domaine de Fontaresse. Ils feront tout pour le récupérer… Avec l’aide de Richard, un gendarme à la retraite, aussi revêche qu'homophobe, Manuel va enquêter sur la mort suspecte de son mari. Ce duo très mal assorti parviendra-t-il à percer à jour les secrets de famille qui entourent le domaine de Fontaresse ? ",52 min,"Policier,Drame",1 Saison,6 Episodes, France,"Pascal Fontanille,Françoise Charpiat","3,5","3,4",Tout cela je te le donnerai,
"Dean Cain,Teri Hatcher,Lane Smith",1993 - 1970,"Arrivé tout jeune sur Terre à bord d'un vaisseau spatiale, Clark est recueilli et élevé par Jonathan et Martha Kent, deux fermiers du Kansas. Adulte, Clark va à Métropolis et devient journaliste au Daily Planet. Ne supportant plus d'avoir à cacher ses super-pouvoirs, il décide de porter un costume afin de ne pas être reconnu, et il devient Superman !, Survolant Métropolis, il vient en aide à ceux qui en ont besoin. Résistant aux balles et aux explosions, Superman n'est sensible qu'à la kryptonite, une roche venant de sa planète qui lui fait perdre ses pouvoirs, et peut même le tuer...",42 min,"Aventure,Comédie,Fantastique,Romance",4 Saisons,88 Episodes, U.S.A.,"Joe Shuster,Jerry Siegel,Deborah Joy LeVine","2,7",,"Loïs et Clark, les nouvelles aventures de Superman",Lois & Clark: The New Adventures of Superman
"Ama Qamata,Khosi Ngema,Gail Mabalane",Depuis 2020,"Une adolescente obtient son transfert dans le même lycée qu'une jeune fille qu'elle soupçonne d'être sa soeur, enlevée à la naissance 17 ans auparavant.",50 min,"Drame,Thriller",4 Saisons,25 Episodes, Afrique du Sud,"Nosipho Dumisa,Daryne Joshua,Travis Taute","2,4","3,6",Blood & Water,
"Andrés Parra,Mauricio Mejía,Angie Cepeda",2012,"L'histoire vraie de Pablo Escobar, narcotrafiquant le plus redouté au monde dans les années 1980, qui déclara la guerre à l'état Colombien, causant des milliers de morts. De son enfance dans un village et ses débuts de délinquants, jusqu'à son ascension dans le narcotrafic...",60 min,"Biopic,Drame,Historique",1 Saison,59 Episodes, Colombie,"Camilo Cano,Juana Uribe","3,8",,"Pablo Escobar, le Patron du Mal","Pablo Escobar, El Patrón del mal"
"Rupert Grint,Nick Frost,Lindsay Lohan",Depuis 2017,"Daniel Glass, menteur compulsif, est bloqué dans une relation amoureuse ratée et un travail sans perspective. Lorsqu'il se fait diagnostiquer un cancer, tout le monde se met à mieux s'occuper de lui. Puis il découvre que le pire oncologue du monde, le docteur Ian Glennis, l'avait mal diagnostiqué. Il décide de garder l'information pour lui, ce qui s'avère de plus en plus compliqué.",30 min,Comédie,2 Saisons,14 Episodes, Grande-Bretagne,"Nat Saunders,James Serafinowicz","3,9",,Sick Note,
"Simon MacCorkindale,Melody Anderson,Michael D. Roberts",1983,"Des recoins les plus profonds de l'Afrique au plus haut sommet du Tibet, Jonathan Chase a étudié pendant de longues années les mystères indicibles de la Nature et les liens entre les animaux et l'Homme. Détenteur d'un secret ancestral, il est désormais capable de se transformer en n'importe quel animal. Professeur à l'Université de New York, il aide également la police dans ses enquêtes. En compagnie de Ty, un ancien camarade de l'armée, et Brooke, une séduisante policière, Jonathan ""Manimal"" Chase combat le crime. ",42 min,"Aventure,Drame,Fantastique",1 Saison,8 Episodes, U.S.A.,,"2,2",,Manimal,
"Callum McGowan,Jessica Green (II),Olivia Morris",24 octobre 2024 sur CW,"Vikram, un bibliothécaire venant du passé qui a voyagé dans le temps, se retrouve coincé à notre époque. En se rendant dans son château, transformé entre-temps en musée, il libère par inadvertance de la magie à travers tout le continent. Une nouvelle équipe de bibliothécaires lui est dès lors confié pour l'aider à réparer les dégâts causés... ",60 min,"Action,Aventure,Fantastique",1 Saison,6 Episodes, U.S.A.,Dean Devlin,,,The Librarians: The Next Chapter,
